courseragetandcleandataproject
==============================
"activity" "subject" "tBodyAcc-mean()-X" "tBodyAcc-mean()-Y" "tBodyAcc-mean()-Z" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tGravityAcc-mean()-X" "tGravityAcc-mean()-Y" "tGravityAcc-mean()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tBodyAccJerk-mean()-X" "tBodyAccJerk-mean()-Y" "tBodyAccJerk-mean()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyGyro-mean()-X" "tBodyGyro-mean()-Y" "tBodyGyro-mean()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyroJerk-mean()-X" "tBodyGyroJerk-mean()-Y" "tBodyGyroJerk-mean()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyAccMag-mean()" "tBodyAccMag-std()" "tGravityAccMag-mean()" "tGravityAccMag-std()" "tBodyAccJerkMag-mean()" "tBodyAccJerkMag-std()" "tBodyGyroMag-mean()" "tBodyGyroMag-std()" "tBodyGyroJerkMag-mean()" "tBodyGyroJerkMag-std()" "fBodyAcc-mean()-X" "fBodyAcc-mean()-Y" "fBodyAcc-mean()-Z" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAccJerk-mean()-X" "fBodyAccJerk-mean()-Y" "fBodyAccJerk-mean()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyGyro-mean()-X" "fBodyGyro-mean()-Y" "fBodyGyro-mean()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyAccMag-mean()" "fBodyAccMag-std()" "fBodyBodyAccJerkMag-mean()" "fBodyBodyAccJerkMag-std()" "fBodyBodyGyroMag-mean()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroJerkMag-mean()" "fBodyBodyGyroJerkMag-std()"
"42" "LAYING" 7 0.249703711346154 -0.0205949649192308 -0.101111928884615 -0.938044669038462 -0.927244780192308 -0.953150639423077 -0.445898353846154 0.378649027038462 0.876596168442308 -0.914973533557692 -0.955775234038462 -0.961760176153846 0.0963756134230769 0.0239398884346154 -0.0124305724763462 -0.981343773846154 -0.97372877 -0.973154192884615 -0.00330722291365385 -0.133230007326923 0.156199291615385 -0.960786542307692 -0.946588693846154 -0.9556399275 -0.105683730869231 -0.0357567003326923 -0.0665409593461538 -0.974426164038461 -0.977101101153846 -0.989072656730769 -0.937549064615385 -0.908173033923077 -0.937549064615385 -0.908173033923077 -0.980409514423077 -0.967960169230769 -0.916860475 -0.920466901153846 -0.983427104038462 -0.972009850192308 -0.954346369230769 -0.943287996730769 -0.958839626730769 -0.932867824615385 -0.923752878076923 -0.953506209807692 -0.980791081346154 -0.973160489807692 -0.969700720384615 -0.983853768076923 -0.976486338461538 -0.975242335576923 -0.954532815 -0.958604230961538 -0.956998880192308 -0.962956163461538 -0.941484350769231 -0.959302584615385 -0.92861167775 -0.911768165226923 -0.968633089423077 -0.966135389230769 -0.942190972884615 -0.9208535725 -0.974876045 -0.970215760192308
"43" "WALKING" 8 0.271091915416667 -0.0194076850102083 -0.107564999479167 -0.200185851627083 0.330785530208333 -0.182902829979167 0.857051047083333 -0.181204335625 -0.150585769920354 -0.975886277708333 -0.961352406041667 -0.960196561041667 0.062832227 -0.00220240447083333 0.00511742467104167 -0.283401643854167 0.192033916083333 -0.406677629395833 0.0171889140754167 -0.0940406231183333 0.0543613369145833 -0.2368440621875 -0.241748150625 -0.110247274625 -0.131233530735417 -0.03909834345 -0.0443036235541667 -0.274914033770833 -0.448674720833333 -0.410666890625 0.01295952014375 -0.208748969683333 0.01295952014375 -0.208748969683333 -0.0992447724183333 -0.2120288766875 -0.0449796834095833 -0.274655343541667 -0.362894248541667 -0.522635408958333 -0.275254409375 0.269624254375 -0.274009553895833 -0.174566540316667 0.27657679625 -0.198863603479167 -0.335413655416667 0.04290729695 -0.387399682708333 -0.294471051333333 0.271220423083333 -0.425614596520833 -0.142326179433333 -0.288687615666667 -0.165449272208333 -0.270763331520833 -0.220952515458333 -0.17529907075 -0.12807912586875 -0.3820747575 -0.153279907891667 -0.3008410295 -0.331914148125 -0.36072227625 -0.493529058541667 -0.598359255
"44" "WALKING_UPSTAIRS" 8 0.260429050585366 -0.0295717559756098 -0.112163219 -0.160551922926829 0.341858175365854 0.115736683595122 0.86368200902439 -0.286151105365854 -0.189961510565854 -0.924596887073171 -0.930796696829268 -0.87457007097561 0.0904781984760976 0.015325985804878 -0.052867000097561 -0.166068869829268 -0.00550191007804878 -0.432431624463415 0.229366530097561 -0.221010755387805 -0.0887237764829268 -0.377838371853659 -0.0659043417756097 0.309946556339024 -0.146568143221951 -0.0431691336829268 -0.0816772158048781 -0.403616458292683 -0.407722721097561 -0.418842570243902 0.123384324804878 -0.216437797707317 0.123384324804878 -0.216437797707317 -0.123537977636585 -0.215617071326829 0.157226874219512 -0.112142546914634 -0.388291991219512 -0.479975000487805 -0.151469000729268 0.260676176463415 -0.0727660172829268 -0.165825919926829 0.296892827121951 0.125630602968293 -0.179926397287805 -0.0190300090634146 -0.37517497804878 -0.228681507073171 -0.0636132725902439 -0.490176107243902 -0.249859011195122 -0.103465816802439 0.143326008463415 -0.420668661268293 -0.0524517014536585 0.236157337941463 -0.114960160758537 -0.403140214146341 -0.116147367363415 -0.371298825878049 -0.224224386609756 -0.191482263939024 -0.448600139317073 -0.563645342439024
"45" "WALKING_DOWNSTAIRS" 8 0.282987092105263 -0.0188808781289474 -0.110459042526316 0.00682162842631579 0.347773409157895 0.131636545684211 0.913385615789474 -0.190262055 -0.143458590726842 -0.94701217131579 -0.937815477105263 -0.897393671052632 0.116291717394737 -0.0453034871736842 -0.0451169737894737 0.220388468652632 0.281926939605263 -0.0297142716368421 -0.136701670973684 -0.0410842982815789 0.121499115915526 -0.237038405794737 0.0159059581684211 -0.126520429855263 -0.0478007794447368 -0.0294024498584211 -0.0835292953921053 -0.26506004075 -0.0884906177947368 -0.202170995342105 0.167651884344737 0.118388284421053 0.167651884344737 0.118388284421053 0.241401825031579 0.234312163636842 0.102868838039474 -0.0437698239973684 -0.138391341052632 -0.170967587894737 0.117889467465789 0.388603175552632 0.155238866981579 -0.04254287785 0.237806655631579 0.0209666378894737 0.187337119736842 0.212521272078947 0.0463121440447368 0.143437702171053 0.269994278168421 -0.104103728236842 -0.114536636289474 0.101425564552632 0.0194187400597368 -0.279987512105263 -0.0504246904973684 -0.261375222394737 0.284720289421053 -0.164283524368421 0.308913992289474 0.121040744921053 -0.00550854180526316 -0.247458924710526 -0.139285010376316 -0.274654678421053
"46" "SITTING" 8 0.267598592934783 -0.00678351397391304 -0.105197163956522 -0.98033164326087 -0.928379138326087 -0.941415117173913 0.834562248695652 0.225399798586957 0.249703935913043 -0.967179163478261 -0.937701788978261 -0.937094112173913 0.0785258546304348 -0.00707303479691304 -0.0108360893417391 -0.987293030217391 -0.981772914130435 -0.98641942 -0.0547210861086957 -0.0953017572826087 0.0715653761739131 -0.984543409782609 -0.973776997173913 -0.961383707173913 -0.0925318404565217 -0.0397973236956522 -0.0447243671521739 -0.99337180673913 -0.990588576956522 -0.98719983173913 -0.953514599565217 -0.931856083891304 -0.953514599565217 -0.931856083891304 -0.987361732391304 -0.98285902326087 -0.9341247 -0.955111926304348 -0.993022477173913 -0.988663243478261 -0.982657313913043 -0.94533843 -0.960935864782609 -0.979472164347826 -0.924772510434783 -0.935830427826087 -0.986948680869565 -0.981143875 -0.984229920869565 -0.988972462173913 -0.984029200869565 -0.98722078 -0.982233977391304 -0.978549070652174 -0.963704172391304 -0.985354309565217 -0.971366426304348 -0.964195498913043 -0.949708552391304 -0.933466975869565 -0.983012255652174 -0.981640728043478 -0.967850479782609 -0.955043084130435 -0.989448974565217 -0.988146537173913
"47" "STANDING" 8 0.281169771111111 -0.016472226437037 -0.106665625781481 -0.961996445740741 -0.905573780555556 -0.890245445185185 0.954841897037037 -0.0967299858585185 -0.0987316328462963 -0.986469955555556 -0.95754007962963 -0.916490416851852 0.067637553962963 0.0119206389962963 0.00150503608388889 -0.963795485555556 -0.947771135851852 -0.966038107407407 -0.0365520642092593 -0.0196560845666667 0.0707675123148148 -0.950909067222222 -0.940643720555556 -0.94703506287037 -0.0908063503333333 -0.0530146867777778 -0.0556180181037037 -0.961807772962963 -0.969734750185185 -0.974178256851852 -0.920805777925926 -0.910492362444444 -0.920805777925926 -0.910492362444444 -0.959755857222222 -0.95444829762963 -0.91863316962963 -0.925337141027778 -0.970342946296296 -0.968190974444444 -0.961811333333333 -0.918544065740741 -0.921043092555556 -0.962203462222222 -0.904716605 -0.883349297407407 -0.965761866111111 -0.950396523814815 -0.960989987592593 -0.965037334074074 -0.948644173518518 -0.969828518333333 -0.944093790185185 -0.948243721185185 -0.94834830677037 -0.95330561037037 -0.937060455925926 -0.951384644814815 -0.924314176296296 -0.917945256507407 -0.952861723777778 -0.955766646111111 -0.941543668888889 -0.927829149462963 -0.969137893703704 -0.968920126481482
"48" "LAYING" 8 0.26088222587037 -0.0211991108881481 -0.101624710759259 -0.943310247777778 -0.934857304814815 -0.930777681259259 -0.35561560462963 0.574017532407407 0.701582233703704 -0.919600301777778 -0.958115583333333 -0.940527189666667 0.0880824601666667 0.0235348548618519 -0.0171735005585185 -0.971658607592593 -0.975389565185185 -0.964866106666667 0.00531536938333333 -0.0893528421740741 0.13833461212963 -0.965498624259259 -0.951345315555556 -0.966053068518518 -0.106378276685185 -0.039097053112963 -0.0694121018148148 -0.969693351481482 -0.972861187592593 -0.985748438333333 -0.935176708888889 -0.912640497592593 -0.935176708888889 -0.912640497592593 -0.971946697037037 -0.960830341851852 -0.923850000185185 -0.931456362407407 -0.977472356481481 -0.967324680925926 -0.952795998148148 -0.950914162592593 -0.942768494814815 -0.940696037222222 -0.931545797333333 -0.929447642333333 -0.971652971666667 -0.974818145185185 -0.960817861481482 -0.974355077962963 -0.97803841462963 -0.967540208518519 -0.957895251851852 -0.956247496481481 -0.965749953703704 -0.968218932222222 -0.949793696851852 -0.969333800555556 -0.931072270518518 -0.916956749611111 -0.959748457407407 -0.961583460740741 -0.943163248333333 -0.936128545555556 -0.966882475555556 -0.969985123148148
"49" "WALKING" 9 0.277567311923077 -0.0194384793861346 -0.111705423615385 -0.265883924230769 -0.229908787307692 -0.0908947245569231 0.891393839038462 -0.0341449485269231 -0.074233672465 -0.980042270192308 -0.970745328653846 -0.955380405961539 0.0674366484134615 0.0211997474632692 0.00747568021730769 -0.236638017442308 -0.306256995576923 -0.430733047692308 -0.0848543449423077 -0.0612882392730769 0.113339615876923 -0.492184169038462 -0.485414480769231 -0.292476303846154 -0.0797370966 -0.0316601718192308 -0.06945733419 -0.543271740384615 -0.566262775576923 -0.477073988269231 -0.130168587248962 -0.401076935961538 -0.130168587248962 -0.401076935961538 -0.23402187975 -0.342723475192308 -0.317893737211538 -0.505113625961538 -0.528231906923077 -0.614512647692308 -0.323715615769231 -0.283156938076923 -0.277873690173077 -0.244979046846154 -0.251781615326923 -0.067249334465 -0.341754003653846 -0.392696751153846 -0.420926990192308 -0.1999953098075 -0.260386081211538 -0.439682278269231 -0.401563839807692 -0.457186850576923 -0.266432795211538 -0.52277882 -0.508013606346154 -0.366890267307692 -0.342719261173077 -0.530814892692308 -0.341398085 -0.349026070192308 -0.52925378 -0.575453245384615 -0.617117043653846 -0.638113137884615
"50" "WALKING_UPSTAIRS" 9 0.264585573673469 -0.0190392122220612 -0.12608922422449 -0.307715017755102 -0.297063714632653 -0.241716160522449 0.905284604081633 -0.0357994991265306 -0.248221527693878 -0.95304886877551 -0.901862661632653 -0.895076799591837 0.0849543321265306 -0.00940907240816327 0.00171605771755102 -0.302592874102041 -0.564274748367347 -0.629815332653061 -0.120073259693878 -0.0513648372640816 0.133195260495918 -0.359931246857143 -0.392548801020408 -0.145408462079184 -0.101257421402857 -0.0338753414530612 -0.0126481733632653 -0.646127463469388 -0.688183359795918 -0.639670878367347 -0.223061015836735 -0.347083447346939 -0.223061015836735 -0.347083447346939 -0.416412220408163 -0.409138780689796 -0.0929731436265306 -0.434276573469388 -0.654993610816327 -0.729300226122449 -0.311173105367347 -0.387352617346939 -0.372976517897959 -0.308421342244898 -0.298987044591837 -0.233451089485714 -0.375768019428571 -0.585097223265306 -0.597918064489796 -0.29145868577551 -0.571747716326531 -0.660125073673469 -0.322382047857143 -0.482070704081633 -0.323633353836735 -0.379326232857143 -0.348717401816327 -0.175050154016327 -0.329425630755102 -0.460084292571429 -0.38903915677551 -0.441592039306122 -0.528592006122449 -0.471235077346939 -0.715976844693878 -0.768290642653061
"51" "WALKING_DOWNSTAIRS" 9 0.295709773333333 -0.0197113482789762 -0.0909329598952381 0.141782397452381 -0.208318048909524 -0.0234267827380952 0.936395939047619 -0.0350846226414286 -0.0999444534426191 -0.954515501904762 -0.937281490714286 -0.879332713095238 0.11796536952381 -0.0155655749285714 0.00725803319047619 -0.0227380636595238 -0.324070414880952 -0.380373672047619 -0.140826637297619 -0.0656598897666667 0.132912304619048 -0.375407534857143 -0.353367699809524 -0.275441779715714 -0.0604488151071429 -0.0569878177952381 -0.0796715188357143 -0.52215593047619 -0.47006715047619 -0.436335008333333 0.0985257870547619 0.186963934460476 0.0985257870547619 0.186963934460476 -0.186095865466667 -0.0103576289761905 -0.164684018814286 -0.314798203333333 -0.487454634761905 -0.475841481904762 0.0701856262690476 -0.199354240428571 -0.117768005705476 0.165919767202381 -0.26523746252381 -0.0500276366190476 -0.0923218072880952 -0.335475113 -0.314829222214286 -0.0390752986285714 -0.361244072809524 -0.445900117142857 -0.313109056380952 -0.331118813547619 -0.253050569814286 -0.400391266761905 -0.373531638571429 -0.350768320761905 0.164615401142857 0.012405184452381 -0.0329216573785714 0.00866251373809524 -0.352685251666667 -0.40950936202381 -0.481482818333333 -0.505976293571429
"52" "SITTING" 9 0.24808940554 -0.026439836906 -0.07494417336 -0.9566632238 -0.873798926 -0.82934955628 0.916140509 -0.0429016294138 0.08782589789 -0.9549802438 -0.9450906774 -0.88411791142 0.076873542674 0.008883887534 -0.009680572561 -0.9640653494 -0.9563668842 -0.9614026502 -0.042270828278 -0.04102811894 0.0805930850508 -0.9575173242 -0.9176271648 -0.928083524 -0.09242771404 -0.046920725512 -0.052783877634 -0.964002278 -0.9715932426 -0.9680576146 -0.8917588164 -0.8626264986 -0.8917588164 -0.8626264986 -0.963866732 -0.9513300632 -0.9013854318 -0.9050397552 -0.9729029034 -0.9660500912 -0.9588496186 -0.9104067006 -0.890561041 -0.9563353444 -0.86632337806 -0.815070670624 -0.9651517132 -0.9575477536 -0.9569712092 -0.9662034156 -0.958210234 -0.9645263832 -0.9488090134 -0.9388457528 -0.9387234582 -0.9603402718 -0.9087052234 -0.9321335202 -0.8967662304 -0.8681262732 -0.9525106194 -0.9490948744 -0.9333826624 -0.9048636814 -0.9680025656 -0.9657095026
"53" "STANDING" 9 0.279908187111111 -0.0207628990844444 -0.0973241708 -0.946483090888889 -0.904940174888889 -0.896466928666667 0.960263155333333 -0.0189667504962222 0.00669062104444444 -0.988898210222222 -0.972750722222222 -0.932226365555556 0.0703471996444444 0.0227970305866667 -0.00683516141311111 -0.941895393555556 -0.936670579777778 -0.957794208222222 -0.0437147702348889 -0.0585525978737778 0.100417071644444 -0.901056374 -0.926060072 -0.911917691111111 -0.0861694683111111 -0.0418611584244444 -0.0541664450822222 -0.931039981777778 -0.966752700222222 -0.952594849555556 -0.914972140222222 -0.907542676222222 -0.914972140222222 -0.907542676222222 -0.944680919555556 -0.936965460444444 -0.890343705333333 -0.889435933555556 -0.956391786444444 -0.95525316 -0.942698091555556 -0.913027048733333 -0.922681975555556 -0.948223964666667 -0.906643199555556 -0.890861082 -0.944968676666667 -0.935729984666667 -0.952421634666667 -0.943975784888889 -0.942689562222222 -0.961837588444444 -0.890417894222222 -0.940397924444444 -0.918239919777778 -0.905722720888889 -0.919280321555556 -0.918766983111111 -0.918539343555556 -0.915773845555556 -0.934266125777778 -0.940523221555556 -0.912745222666667 -0.894041922222222 -0.956890692222222 -0.956475135777778
"54" "LAYING" 9 0.2583446544 -0.020028978602 -0.10710731994 -0.9437862608 -0.91902644 -0.9411888202 -0.5164161644 -0.11387285026 0.917121982054 -0.9232630154 -0.9710217076 -0.9708733134 0.08800699288 0.013142059344 -0.0051022237164 -0.9656642414 -0.9647689 -0.959421582 -0.012943859768 -0.15800860279 0.101301804322 -0.944417335 -0.928161427 -0.9623786854 -0.10311869 -0.026841742988 -0.05655574858 -0.9467558992 -0.9632580062 -0.9776253428 -0.9324216286 -0.91694356516 -0.9324216286 -0.91694356516 -0.9641799212 -0.9562245796 -0.9088047776 -0.9017026236 -0.9654478912 -0.9541403462 -0.948100829 -0.9367410072 -0.9468248936 -0.9424973202 -0.9155174992 -0.9421379308 -0.9652202602 -0.9649674764 -0.9568629748 -0.9694486628 -0.967187217 -0.9604788218 -0.9326179624 -0.9359748404 -0.960657476 -0.9484938894 -0.9247076946 -0.9663764858 -0.9281360888 -0.923602710994 -0.9554301326 -0.9564240864 -0.920987571 -0.9064649354 -0.9569532886 -0.9537633044
"55" "WALKING" 10 0.277774519622641 -0.016600064454717 -0.109389509603774 -0.208585463377359 -0.0605045276226415 -0.415325702264151 0.908426568490566 -0.0949462837169811 0.0396397480566038 -0.975553746226415 -0.971404853773585 -0.958771943962264 0.0898908940037736 0.000211143077358489 -0.0184968414037736 -0.0847045825660377 0.0314741621358491 -0.529095806037736 0.0102557135969811 -0.082281576961 0.100653878606604 -0.433203980754717 -0.278561354339623 -0.204511225773585 -0.118836427990566 -0.0501532381981132 -0.057139215545283 -0.386517110188679 -0.528054747358491 -0.354414149056604 -0.159872457918868 -0.213913632483019 -0.159872457918868 -0.213913632483019 -0.164731351543566 0.000462491537735848 -0.186556712622642 -0.420223724339623 -0.461056566037736 -0.517189502641509 -0.14357639109434 0.0147694636867924 -0.430939714150943 -0.236383970698113 -0.164627905883019 -0.453953031320755 -0.136876101996226 -0.00765784816735849 -0.482728319622642 -0.11238492648434 0.00230762288679245 -0.574753493207547 -0.299706409433962 -0.368532858867925 -0.141277315183019 -0.476505976415094 -0.234296162528302 -0.299564961509434 -0.122995630392453 -0.393241533584906 -0.0140120588490566 0.0103102585175472 -0.429977367169811 -0.515343603396226 -0.53051253509434 -0.53360665245283
"56" "WALKING_UPSTAIRS" 10 0.267047907446809 -0.0141469836404255 -0.116675622770213 -0.138841496361702 -0.00825227718297872 -0.0777593078361702 0.93277854 -0.0571255736808511 0.0240286011633404 -0.959782622978723 -0.936773833191489 -0.864835850212766 0.0758941341808511 0.0323172020276596 -0.062149900312766 -0.166301996787234 -0.175299133425532 -0.595980670638298 0.110095217268085 -0.106339336623404 0.0913836935510638 -0.317781763440426 0.027030326506383 -0.305368162448936 -0.164301370406383 -0.0292441542946809 -0.0423548708723404 -0.429192974255319 -0.598439776808511 -0.471227690851064 -0.013985896773617 -0.190481825512255 -0.013985896773617 -0.190481825512255 -0.247507584723404 -0.209124700357447 0.0389386088553191 -0.132966593542979 -0.518437314680851 -0.612861352553192 -0.12439450593617 -0.0395250877531915 -0.295091475531915 -0.146365454544681 -0.0554012481153191 -0.0426240165829787 -0.182840939174468 -0.205407829425532 -0.543629824893617 -0.225761714134894 -0.19918857292766 -0.649163265744681 -0.222540743508511 -0.236202257702128 -0.248497712893617 -0.352279436021277 0.150897122297872 -0.389799184085106 -0.147172389808511 -0.342856753340426 -0.139784320553191 -0.313201582085106 -0.275645096808511 -0.189595625 -0.595426227234043 -0.665893123191489
"57" "WALKING_DOWNSTAIRS" 10 0.292536032473684 -0.0221225196868421 -0.111095172063158 0.273650652263158 0.0167323786315789 -0.193282990717105 0.940556655526316 -0.0657526230526316 0.0426780164526316 -0.938554679210526 -0.938736910263158 -0.905507789473684 0.0864449110263158 0.00454962113157895 0.0124578380421053 0.208832104157895 -0.0837413823260526 -0.324785998868421 -0.146264326202632 -0.100819955831579 0.0642122319263158 -0.298155549921053 -0.30593511 -0.0412757366710526 -0.0582121281842105 -0.0617165078947368 -0.0799041233394737 -0.407937340789474 -0.470615902105263 -0.229273978289474 0.237162065263158 0.140294994868421 0.237162065263158 0.140294994868421 0.0462061664484211 0.108882841763158 -0.0266137987842105 -0.2776519095 -0.399924834210526 -0.491610735 0.201027710263158 0.0220869201026316 -0.167183973794737 0.300149750631579 -0.0516614478842105 -0.277789992631579 0.165261669147368 -0.103626678468421 -0.246064784639474 0.145343605521053 -0.127624810723684 -0.403852705526316 -0.212737005079211 -0.273791887973684 0.0359426553815789 -0.331141505 -0.333987058421053 -0.156759884163158 0.205550050921053 -0.0772176028447368 0.151576628578947 0.0400388655210526 -0.310993722921053 -0.384568696815789 -0.483225957368421 -0.540645357894737
"58" "SITTING" 10 0.270527995740741 -0.0148659386298148 -0.103181892240741 -0.982378792777778 -0.915907636074074 -0.96568652962963 0.792741223333333 -0.0443690375925926 0.198052643818519 -0.973091719074074 -0.935534566851852 -0.965870854259259 0.0774472096851852 0.00945308670555556 -0.00436609277481481 -0.988134392962963 -0.979051576296296 -0.987633727037037 -0.0431368233703704 -0.067010481462963 0.0744081233333333 -0.987382694444444 -0.98328220462963 -0.959744690925926 -0.0931455912962963 -0.041327192037037 -0.04856643054 -0.991116853333333 -0.992118637222222 -0.989659058888889 -0.959267176851852 -0.937619309444444 -0.959267176851852 -0.937619309444444 -0.987369091851852 -0.983504967592593 -0.942879507407407 -0.961435753148148 -0.993123235 -0.990885050925926 -0.984273116851852 -0.938595322962963 -0.973407148333333 -0.981790165185185 -0.9107907395 -0.963697720185185 -0.988577881111111 -0.979488345185185 -0.985362966851852 -0.988784242962963 -0.980190987222222 -0.98856084462963 -0.984791989444444 -0.985249961481481 -0.964574948518519 -0.988287328518519 -0.982405892962963 -0.961823507962963 -0.95364752537037 -0.939568626666667 -0.984481851851852 -0.981251139444444 -0.973116852962963 -0.960920051296296 -0.991503409074074 -0.990505329814815
"59" "STANDING" 10 0.274344665681818 -0.0156137242863636 -0.107516038977273 -0.932772772272727 -0.886407202909091 -0.899355012045455 0.952518317272727 -0.0479300984613636 0.0314631390113636 -0.989099773181818 -0.972993857272727 -0.957710978863636 0.0873988407954545 0.0175112148529545 -0.0107954252215909 -0.926936434090909 -0.909987986818182 -0.950998087272727 -0.0306699298104545 -0.0784087564318182 0.0977872951363636 -0.903671434318182 -0.922814674477273 -0.923086633863636 -0.113941278909091 -0.0458414539590909 -0.0479916789090909 -0.931089656590909 -0.956343472727273 -0.942938930909091 -0.905868291590909 -0.895635347272727 -0.905868291590909 -0.895635347272727 -0.931054000681818 -0.914072637954545 -0.887820477 -0.880755803636364 -0.949419736363636 -0.947173429318182 -0.935980995909091 -0.889209189318182 -0.922600539363636 -0.933755589318182 -0.891490726409091 -0.894857975909091 -0.93252218 -0.910522284090909 -0.945608105227273 -0.928688382272727 -0.916234741136364 -0.955171704318182 -0.894006546136364 -0.930840210681818 -0.918038851590909 -0.907359951818182 -0.919482145659091 -0.931892823181818 -0.903334138613636 -0.907857012272727 -0.916254589477273 -0.912088274545454 -0.905101580681818 -0.885965477045455 -0.948310165 -0.949112720909091
"60" "LAYING" 10 0.280183706206897 -0.0241958553275862 -0.117014634086207 -0.968609476551724 -0.947548887413793 -0.960769798965517 -0.404307934827586 -0.124187266206897 -0.0155504484655172 -0.954804477241379 -0.966874777068966 -0.963117338465517 0.0738212029017241 0.0163755536418966 0.00950271328689655 -0.978330522413793 -0.967351642931034 -0.976852390862069 -0.0198608333344828 -0.07720625483 0.105026682137931 -0.963676409655172 -0.954153942241379 -0.972429652241379 -0.0971294315 -0.0390562241275862 -0.059539761137931 -0.9685536 -0.967176722241379 -0.98419529 -0.957167837068965 -0.94213415862069 -0.957167837068965 -0.94213415862069 -0.976572782758621 -0.96844057362069 -0.93832080637931 -0.930604073965517 -0.971614626724138 -0.961816635 -0.969520718965517 -0.955560170689655 -0.965916893103448 -0.968289883103448 -0.947185368775862 -0.960772257465517 -0.97932346137931 -0.968470312586207 -0.973370202413793 -0.979213884827586 -0.96849369 -0.978953809137931 -0.957277614655172 -0.955137934310345 -0.970314600344828 -0.965919196206897 -0.953958580862069 -0.975719262758621 -0.952942368103448 -0.945686172413793 -0.969371459482759 -0.966343881034483 -0.941119735517241 -0.936044228103448 -0.963071673448276 -0.962919722413793
"61" "WALKING" 11 0.272611456271186 -0.0171143001420339 -0.106120352389831 -0.439627319661017 -0.0826344549084746 -0.54481072220339 0.910430666779661 -0.172745145084746 0.132946897101695 -0.981557565423729 -0.966869097118644 -0.961485971694915 0.080404189120339 0.0122325750254237 -0.0147048102305085 -0.444493778474576 -0.207990035169492 -0.728761888474576 -0.0411423047322034 -0.0700019845271186 0.0851639801778729 -0.609106196271186 -0.512944707288136 -0.451228932542373 -0.091023437159322 -0.0460037956 -0.0321651114389831 -0.556970501525424 -0.745332858983051 -0.565462253220339 -0.310329270847458 -0.502648038474576 -0.310329270847458 -0.502648038474576 -0.420713424745763 -0.420591362033898 -0.439561521525424 -0.567817746779661 -0.642758225762712 -0.760203280677966 -0.413650311525424 -0.111536866055254 -0.627132802372881 -0.450371845762712 -0.126082569113559 -0.537964672881356 -0.468609208474576 -0.266221122966102 -0.701536638305085 -0.469179031186441 -0.197345498716949 -0.754844748644068 -0.530171639491525 -0.603527806440678 -0.415136130508475 -0.635057466440678 -0.468380938135593 -0.514200828305085 -0.474766377627119 -0.596252625762712 -0.412339319491525 -0.435080159661017 -0.618869049322034 -0.608139782033898 -0.758812322372881 -0.779177715932203
"62" "WALKING_UPSTAIRS" 11 0.266310047796296 -0.0298449104833333 -0.109065033981481 -0.223755486240741 -0.097472624387037 -0.205067094555556 0.89452469962963 -0.338390328333333 0.146361654314815 -0.953523677222222 -0.922357724074074 -0.907088585555555 0.11877768592037 -0.0149845235737037 -0.0219732301462963 -0.438344399944444 -0.417217497407407 -0.778793580185185 -0.0543960874875926 -0.0704196507222222 0.072755114145 -0.491065967111111 -0.289201108703704 -0.679916122962963 -0.0677036489 -0.0630249266092593 -0.0407441373472222 -0.654635205925926 -0.803825113148148 -0.76401886962963 -0.121514785055556 -0.27731438312963 -0.121514785055556 -0.27731438312963 -0.497447173333333 -0.477513865555556 -0.246968139851852 -0.360408178148148 -0.749718592407407 -0.796435616666667 -0.337659812740741 -0.245887147351852 -0.542299638888889 -0.184546709314815 -0.0845893897796296 -0.11960655982037 -0.481457560555556 -0.44551976462963 -0.758071765 -0.444773065407407 -0.425873279240741 -0.79805169537037 -0.46013923037037 -0.57846626037037 -0.657594247962963 -0.507999852777778 -0.165115967668519 -0.717339374074074 -0.319881638481481 -0.367803209444444 -0.462470107962963 -0.501392912962963 -0.5354768 -0.364985827407407 -0.790554168888889 -0.819164821666667
